Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
20,BIL-CA4,439.425000,-,7.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
21,SAK-SAP,145.600000,-,0.600000,TSQL,82.5,82.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
22,SAK-KAM,145.700000,-,0.600000,TSQL,123.0,123.0,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
23,SAK-SAL,145.775000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
24,SAK-KIZ,439.150000,-,7.600000,TSQL,110.9,110.9,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
25,SAK-SER,439.200000,-,7.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
26,SAK-SE2,439.225000,-,7.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
27,SAK-SE3,439.375000,-,7.600000,TSQL,123.0,123.0,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
28,SAK-CKY,439.250000,-,7.600000,TSQL,110.9,110.9,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
29,SAK-ECH,432.850000,,0.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
30,DUZ-KAR,145.650000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
31,DUZ-YIG,145.675000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
32,DUZ-HAT,145.750000,-,0.600000,Tone,82.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
33,DUZ-AKT,439.175000,-,7.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
34,BOL-KEL,145.625000,-,0.600000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
35,BOL-ABN,145.725000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
36,BOL-KAR,439.400000,-,7.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
37,ESK-MRK,145.600000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
38,ESK-VHF,145.700000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
39,ESK-UHF,439.200000,-,7.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
40,ANK-ISK,145.625000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
41,ANK-BAG,145.650000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
42,ANK-ELM,145.675000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
43,ANK-MRK,145.775000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
44,ANK-DIK,439.175000,-,7.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
45,ANK-BA2,439.250000,-,7.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
46,ANK-EL2,439.400000,-,7.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
47,ANK-EC1,144.975000,,0.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
48,ANK-EC2,432.875000,,0.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
49,ANK-EC3,433.525000,,0.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
50,BRT-VHF,145.600000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
51,BRT-ALA,145.750000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
52,BRT-UHF,439.200000,-,7.600000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
53,BRT-ECH,144.950000,,0.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
54,BRT-INK,433.450000,split,145.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
55,BRT-AMS,433.475000,split,145.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
56,KRB-SAF,145.650000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
57,KRB-SVR,145.700000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
58,KRB-KEL,145.775000,-,0.600000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
59,KRB-UHF,439.175000,-,7.600000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
60,KRB-CIG,439.250000,-,7.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
61,KRB-ECH,144.975000,,0.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
62,ZON-ERG,145.600000,-,0.600000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
63,ZON-CAY,145.625000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
64,ZON-KAL,145.700000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
65,ZON-KIR,145.725000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
66,ZON-10T,439.400000,-,7.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
67,ZON-KES,439.425000,-,7.600000,TSQL,67.0,67.0,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
68,ZON-ECH,144.950000,,0.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,5.0W,,,,,
